"account_id","id","cargo_name","account_name","cargo_type","min_size","max_size","region","matching_region","del_port","redel_port","laycan_start_date","laycan_end_date","duration","email_id","phone_number","latitude","longitude","received_at","process_id"
"TR149P","14559",,"BPG Shipping","Dry Bulk","20000","69000","0","East Coast India",,"Worldwide","2026-01-15","2026-01-30","210","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","16.0","82.0",NULL,"788802"
"TR149P","14560","Bagged Rice","Varamar","General Cargo","50000","69000","East Coast India","East Coast India","East Coast India","Dakar","2026-01-25","2026-01-30","0","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","16.9333","82.2167",NULL,"214540"
"TR149P","14561","Bagged Rice","Seawind","General Cargo","50000","69000","South East Asia","South East Asia","Ho Chi Minh City","West Africa","2026-01-25","2026-01-30","70","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","10.7769","106.7009",NULL,"214540"
"TR149P","14562","Bagged Rice","ESPL","General Cargo","50000","69000","East Coast India","East Coast India","Kakinada","Abidjan-Dakar Range","2026-01-15","2026-01-20","75","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","16.9333","82.2167",NULL,"214540"
"TR149P","14563","Grain","Lighthouse Navigation Pte Ltd","Dry Bulk","27000","34000","OCEANIA","OCEANIA","Adelaide","Indonesia","2026-02-01","2026-02-05","0","handy@energybulk.com","+603 8733 2988","-34.9285","138.6007",NULL,"714236"
"TR149P","14564","Coal","Ultrabulk","Dry Bulk","80000","89999","Far East","Far East","Guangzhou","Japan","2026-01-15","2026-01-20","0","chartering@reshamwalashipbrokers.com","+91 98210 68513","23.1291","113.2644",NULL,"893328"
"TR149P","14565","Grains","Panocean","Dry Bulk","80000","89999","South East Asia","South East Asia","Singapore","Singapore-Japan","2025-12-30","2026-01-04","0","chartering@reshamwalashipbrokers.com","+91 98210 68513","1.3521","103.8198",NULL,"893328"
"TR149P","14566","Coal","cnr","Dry Bulk","70000","79999","South East Asia","South East Asia","New Mangalore","India","2026-01-12","2026-01-13","0","chartering@reshamwalashipbrokers.com","+91 98210 68513","12.9172","74.856",NULL,"893328"
"TR149P","14567","Steels","Oldendorff","Dry Bulk","60000","69999","Far East","Far East","Taiwan","Mediterranean","2026-01-12","2026-01-17","0","chartering@reshamwalashipbrokers.com","+91 98210 68513","23.6978","120.9605",NULL,"893328"
"TR149P","14568","Grains","cnr","Dry Bulk","40000","49999","Far East","Far East","Rizhao","West Coast India","2026-01-10","2026-01-15","0","chartering@reshamwalashipbrokers.com","+91 98210 68513","35.389","119.459",NULL,"893328"
"TR149P","14569","Ore","Rio Tinto","Dry Bulk","160000","170000","OCEANIA","OCEANIA","Dampier","Qingdao","2026-01-26","2026-01-28","0","chartering@reshamwalashipbrokers.com","+91 98210 68513","-20.6626","116.7034",NULL,"893328"
"TR149P","14570","Coal","ArcelorMittal","Dry Bulk","80000","89999","East Coast North America","East Coast North America","Newport News","East Coast India","2026-02-24","2026-03-05","0","chartering@reshamwalashipbrokers.com","+91 98210 68513","36.9788","-76.428",NULL,"893328"
"TR149P","14571","Bulk Alumina","Vietsea","Dry Bulk","30000","43000","OCEANIA","OCEANIA","Kwinana","Bahrain","2026-01-29","2026-02-02","0","chartering@interbulkshipping.in","+91 9958349993","-32.2396","115.7703",NULL,"813079"
"TR149P","14572","Coal","GTFE","Dry Bulk","55000","63000","South East Asia","South East Asia","Singapore","Taiwan","2026-01-23","2026-01-27","15","chartering@interbulkshipping.in","+91-9958349993","1.3521","103.8198",NULL,"945319"
NULL,"14573","Salt","MacOcean","Dry Bulk","30000","40000","South America","South America",,"Continent","2025-10-22","2025-10-30","45","kriti.kriti.gupta@outlook.com",,"-23.0","-46.0",NULL,"319334"
NULL,"14574","Steel Product","Pan Ocean Co., Ltd","General Cargo","38000","69000","China Japan Range","China Japan Range","Zhanjiang","Gibraltar-Skaw or West Mediterranean","2024-01-19","2024-01-21","0","mail@carisocean.com","(822)7304593","21.195","110.403",NULL,"165797"
NULL,"14575","Sugar","Pan Ocean Co., Ltd","Dry Bulk","60000","69000","South East Asia","South East Asia","Thailand","Indonesia","2024-01-27","2024-01-31","0","mail@carisocean.com","(822)7304593","13.0","100.0",NULL,"270609"
NULL,"14576","Bags","Seawind","General Cargo","50000","69000","Far East","Far East","Ho Chi Minh City","West Africa","2024-01-25","2024-01-30","70","chartering@seawind.com.hk","+852 52031786","10.7769","106.7009",NULL,"317292"
NULL,"14577",,"Star Gulf Shipping Pvt Ltd.","Dry Bulk","30000","35000","West Africa","West Africa",,"East Coast India","2026-02-08","2026-02-12","55","Fix@stargulfshipping.com","+962 79 1987866","5.6037","-0.187",NULL,"470657"
NULL,"14578","Steel/General Cargo/Equipments","Hanson","General Cargo","20000","40000","Persian Gulf","Persian Gulf",,"Mediterranean","2024-01-23","2024-01-28","40","chartering@hansoncarriers.com","+86 18580483691","25.0","51.0",NULL,"640359"
NULL,"14579","Steel/General Cargo/Equipments","Hanson","General Cargo","17000","28000","Persian Gulf","Persian Gulf",,"Continent","2024-01-25","2024-01-30","50","chartering@hansoncarriers.com","+86 18580483691","25.0","51.0",NULL,"640359"
NULL,"14580","Steel","Kriti","Dry Bulk","50000","69000","West Coast India","West Coast India","West Coast India","Mediterranean/Continent","2025-11-21","2025-11-24","45","kriti.kriti.gupta@outlook.com",,"15.2993","74.124",NULL,"434273"
NULL,"14581","Salt","MACOCEAN","Dry Bulk","30000","40000","South America","South America",,"Continent","2025-10-22","2025-10-30","45","vinaychandramola7@gmail.com",,"-23.0","-46.0",NULL,"198598"
NULL,"14582","General","DAVA","General Cargo","32000","50000","South East Asia","South East Asia","Singapore","West Coast India/Persian Gulf","2025-10-23","2025-10-27","30","chartering@interbulkshipping.in","+91 9650405353","1.3521","103.8198",NULL,"203341"
NULL,"14583","Coil","Pan Ocean Co., Ltd","General Cargo","37000","42000","China Japan Range","China Japan Range","Korea","Veracruz","2026-01-18","2026-01-20","0","mail@carisocean.com","(822)7304593","35.9078","127.7669",NULL,"289100"
NULL,"14584","Coil","Pan Ocean Co., Ltd","General Cargo","60000","69000","China Japan Range","China Japan Range","Korea","Veracruz","2026-01-23","2026-01-25","0","mail@carisocean.com","(822)7304593","35.9078","127.7669",NULL,"289100"
NULL,"14585","Coil","Pan Ocean Co., Ltd","General Cargo","39000","49052","China Japan Range","China Japan Range","Kimitsu","Vancouver BC","2026-11-04","2026-11-06","0","mail@carisocean.com","(822)7304593","35.3172","139.9008",NULL,"289100"
NULL,"14586","Petcoke","Refined Success Ltd","Dry Bulk","50000","69000","US Gulf","US Gulf","Southwest Pass","Persian Gulf-Japan Range","2026-01-25","2026-01-30","0",,"0030 6981530195","29.0","-89.0",NULL,"895723"
NULL,"14587","Petcoke","Refined Success Ltd","Dry Bulk","50000","69000","US Gulf","US Gulf","Southwest Pass","Mediterranean","2026-01-20","2026-01-25","0",,"0030 6981530195","29.0","-89.0",NULL,"895723"
NULL,"14588","Phosphate","Refined Success Limited","Dry Bulk","20000","49000","Red Sea","Red Sea","Egypt Port","Singapore-Japan Range","2026-02-01","2026-02-06","0",,"0030 6981530195","27.0","33.0",NULL,"895723"
NULL,"14589","Coal",,"Dry Bulk","50000","69000","South East Asia","South East Asia","East Kali","China Japan Range","2026-01-23","2026-01-28","0",,"0030 6981530195","-3.7253","114.5885",NULL,"433057"
NULL,"14590","Salt",,"Dry Bulk","50000","69000","West Coast India","West Coast India","WCI","China","2026-01-22","2026-01-27","0",,"0030 6981530195","15.4909","73.8278",NULL,"433057"
NULL,"14591","Iron Ore",,"Dry Bulk","50000","69000","South Africa","South Africa","South Africa","Far East","2026-01-30","2026-02-04","0",,"0030 6981530195","-33.918861","18.4233",NULL,"433057"
NULL,"14592","Agro","SCL Shipping Services LLC","Dry Bulk","10000","15000","West Coast India","West Coast India","Kandla","Yemen",NULL,NULL,"40","chartering@sclines.co.in","+918928323127","23.0338","70.216",NULL,"401993"
"TR149P","14593","Gypsum","NMC","Dry Bulk","50000","69000","South Europe","South Europe","South Spain","United Kingdom","2026-01-25","2026-01-28","0","rieck-petersen@shipnet.de","+49 (0)172 410 48 72","36.7213","-4.4214",NULL,"042844"
"TR149P","14594","Steels","Conti Lines Shipping","General Cargo","34000","38000","South America","East Coast South America","Praia Mole","Atlantic Colombia","2026-01-25","2026-01-30","40","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","-20.3155","-40.3384",NULL,"084956"
"TR149P","14595","Bulk Harmless","Panocean","Dry Bulk","50000","59000","Persian Gulf","Persian Gulf","Jubail","Singapore-Japan Range","2026-01-24","2026-01-25","0","chartering@interbulkshipping.in","+91-9560504611","27.0112","49.6583",NULL,"028344"
"TR149P","14596","Grains","Core Shipping Ltd","Dry Bulk","70000","89999","East Coast South America","East Coast South America","East Coast South America","Continent/Mediterranean","2026-02-01","2026-02-06","0","fix@aryacorp.com","+91 8460 177456","-23.0","-44.0",NULL,"462716"
"TR149P","14597","Grains","Core Shipping Ltd","Dry Bulk","20000","49999","East Coast South America","East Coast South America","East Coast South America","Atlantic or Worldwide","2026-01-25","2026-01-30","12","fix@aryacorp.com","+91 8460 177456","-23.0","-44.0",NULL,"462716"
"TR149P","14598",,"Bainbridge","Dry Bulk","35000","42000","Mediterranean","Mediterranean","East Mediterranean","Worldwide","2026-01-16","2026-01-31","365","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","34.0","35.0",NULL,"971219"
"TR149P","14599","Bagged Rice","Right Ocean","Dry Bulk","36000","58000","East Coast India","East Coast India","Yangon","Tamatave","2026-01-28","2026-02-07","55","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","16.8661","96.1951",NULL,"652205"
"TR149P","14600","Bulk Mineral","Right Ocean","Dry Bulk","52000","58000","South East Asia","South East Asia","Tha Sala","Chittagong","2026-01-20","2026-01-28","30","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","8.65","99.9",NULL,"652205"
"TR149P","14601","Steel Billets","Lineco","General Cargo","38000","60000","Far East","Far East",,"North Coast South America","2026-01-31","2026-02-05","75","rieck-petersen@shipnet.de","+49 (0)172 410 48 72","21.0333","105.85",NULL,"410919"
"TR149P","14602","Fertilizer","Taichi Shipping","Dry Bulk","32000","45000","China Japan Range","China Japan Range","North China","South Africa","2026-01-31","2026-02-05","40","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","39.0","117.0",NULL,"836931"
"TR149P","14603","Steel Coils","Taichi Shipping","General Cargo","52000","64000","West Coast India","West Coast India","West Coast India","Turkey","2026-02-12","2026-02-16","35","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","15.0","73.0",NULL,"836931"
"TR149P","14604","Fertilizer","Taichi Shipping","General Cargo","32000","45000","China Japan Range","China Japan Range","North China","South Africa","2026-01-27","2026-01-31","40","chartering@interbulkshipping.in","+91 9958349993","39.9075","116.3972",NULL,"397430"
"TR149P","14605","Steel Coils","Taichi Shipping","General Cargo","50000","69000","West Coast India","West Coast India","Goa","Turkey","2026-02-12","2026-02-16","35","chartering@interbulkshipping.in","+91 9958349993","15.4994","73.8278",NULL,"397430"
"TR149P","14606","Gypsum","Navision","Dry Bulk","32000","42000","North Africa","North Africa","Morocco","Nigeria","2026-01-20","2026-01-25","30","chartering@interbulkshipping.in","+91-9650405353","33.589886","-7.603869",NULL,"784314"
"TR149P","14607","Ammonium Sulphate","Navision","Dry Bulk","34000","69000","Far East","Far East","Tianjin","Dakar","2026-01-25","2026-01-30","50","chartering@interbulkshipping.in","+91-9650405353","39.343357","117.361647",NULL,"784314"
"TR149P","14608","Ballast Stones","Navision","Dry Bulk","37000","69000","Far East","Far East","Ningde","West Coast Mexico","2026-01-27","2026-02-01","40","chartering@interbulkshipping.in","+91-9650405353","26.6612","119.5228",NULL,"784314"
"TR149P","14609","Alumina","DS Norden","Dry Bulk","30000","40000","South America","South America","Mosqueiro Pilot Station","Norway","2026-01-25","2026-01-30","35","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","-1.2","-48.45",NULL,"943180"
"TR149P","14610","Wheat","DS Norden","Dry Bulk","32000","38000","Baltic","Baltic","Skaw","Luanda","2026-01-17","2026-01-22","50","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","57.717","10.583",NULL,"943180"
"TR149P","14611","Grains","DS Norden","Dry Bulk","28000","40000","Mediterranean","Mediterranean","Canakkale","Spain-Portugal-Morocco Range","2026-01-19","2026-01-24","30","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","40.1553","26.4086",NULL,"943180"
"TR149P","14612","Ammonium Sulphate","Navision","Dry Bulk","34000","58000","Far East","Far East","Tianjin","Dakar","2026-01-25","2026-01-30","50","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","39.0863","117.1953",NULL,"420936"
"TR149P","14613","Ballast Stones","Navision","Dry Bulk","37000","64000","Far East","Far East","Ningde","West Coast Mexico","2026-01-27","2026-02-01","40","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","26.6612","119.5228",NULL,"420936"
"TR149P","14614","Ammonium Sulphate","Navision","Dry Bulk","34000","58000","Far East","Far East","Tianjin","Dakar","2026-01-25","2026-01-30","50","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","39.0863","117.1953",NULL,"247641"
"TR149P","14615","Ballast Stones","Navision","Dry Bulk","37000","64000","Far East","Far East","Ningde","West Coast Mexico","2026-01-27","2026-02-01","40","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","26.6612","119.5267",NULL,"247641"
"TR149P","14616","Bulk","AENAV","Dry Bulk","32000","37000","Caribbean","Caribbean",,"Los Angeles/Portland Range","2026-01-20","2026-01-25","32","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","18.0","-66.0",NULL,"100063"
"TR149P","14617","Bulk","AENAV","Dry Bulk","32000","37000","Caribbean","Caribbean",,"Los Angeles/Portland Range","2026-01-20","2026-01-25","32","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","18.0","-66.0",NULL,"359898"
"TR149P","14618",,"Anchor",,"52000","64000","0","China Japan Range","CJK","World Wide","2026-01-19","2026-01-25","210","pacific@goldenmaritime.net","00923218279505","35.0","129.0",NULL,"802664"
"TR149P","14619",,"Anchor","Dry Bulk","52000","64000","0","China Japan Range","CJK","World Wide","2026-01-19","2026-01-25","210","pacific@goldenmaritime.net","00923218279505","35.0","129.0",NULL,"556525"
"TR149P","14620","Bags","Seawind","General Cargo","50000","69000","Far East","Far East","Ho Chi Minh City","West Africa","2026-01-25","2026-01-30","70","chartering@seawind.com.hk","+852 52031786","10.7769","106.7009",NULL,"851442"
"TR149P","14621","Bags","Seawind","General Cargo","50000","69000","Far East","Far East","Ho Chi Minh City","West Africa","2026-01-25","2026-01-30","70","chartering@seawind.com.hk","+852 52031786","10.7769","106.7009",NULL,"879064"
"TR149P","14622","Lawful Cargo","Evo Bulk","Dry Bulk","50000","59000","South East Asia","South East Asia","Indonesia","East Coast India","2026-01-31","2026-02-05","25","handy@energybulk.com","+603 8733 2988","-6.1751","106.865",NULL,"156638"
"TR149P","14623","Lawful Cargo","Evo Bulk","Dry Bulk","50000","59000","South East Asia","South East Asia","Indonesia","East Coast India","2026-01-31","2026-02-05","25","handy@energybulk.com","+603 8733 2988","-6.1751","106.865",NULL,"196942"
"TR149P","14624","Clinker","Akij","Dry Bulk","50000","69000","South East Asia","South East Asia","Bayah","Chittagong","2026-01-27","2026-01-31","25","chartering@interbulkshipping.in","+91-9560504611","-6.9733","106.2553",NULL,"156599"
"TR149P","14625","Clinker","Akij","Dry Bulk","50000","69000","South East Asia","South East Asia","Krabi","Chittagong","2026-02-01","2026-02-05","25","chartering@interbulkshipping.in","+91-9560504611","8.0863","98.9063",NULL,"156599"
"TR149P","14626","Clinker","Akij","Dry Bulk","50000","69000","South East Asia","South East Asia","Bayah","Chittagong","2026-01-27","2026-01-31","25","chartering@interbulkshipping.in","+91-9560504611","-6.9733","106.2517",NULL,"911586"
"TR149P","14627","Clinker","Akij","Dry Bulk","50000","69000","South East Asia","South East Asia","Krabi","Chittagong","2026-02-01","2026-02-05","25","chartering@interbulkshipping.in","+91-9560504611","8.0863","98.9063",NULL,"911586"
NULL,"14628","Coil","Pan Ocean Co., Ltd","General Cargo","37000","42000","Far East","Far East","Korea","Vancouver BC - Valparaiso Range","2026-01-22","2026-01-26","0","mail@carisocean.com","(822)7304593","35.9078","127.7669",NULL,"206651"
NULL,"14629","Coil","Pan Ocean Co., Ltd","General Cargo","37000","40000","China Japan Range","China Japan Range","Kimitsu","Continent or Mediterranean","2026-01-28","2026-01-31","0","mail@carisocean.com","(822)7304593","35.3167","139.8667",NULL,"206651"
NULL,"14630","Coil","Pan Ocean Co., Ltd","General Cargo","37000","69000","China Japan Range","China Japan Range","Oita","Continent","2026-02-02","2026-02-04","0","mail@carisocean.com","(822)7304593","33.2333","131.6067",NULL,"206651"
NULL,"14631","Grain","Pan Ocean Co., Ltd","Dry Bulk","50000","69000","North Pacific","North Pacific","NOPAC","Singapore - Japan Range","2026-02-01","2026-02-10","0","mail@carisocean.com","(822)7304593","50.0","-150.0",NULL,"206651"
NULL,"14632","Coil","Pan Ocean Co., Ltd","General Cargo","37000","69000","China Japan Range","China Japan Range","Korea","Veracruz","2026-01-18","2026-01-20","0","mail@carisocean.com","(822)7304593","35.9078","127.7669",NULL,"409498"
NULL,"14633","Coil","Pan Ocean Co., Ltd","General Cargo","60000","69000","China Japan Range","China Japan Range","Korea","Veracruz","2026-01-23","2026-01-25","0","mail@carisocean.com","(822)7304593","35.9078","127.7669",NULL,"409498"
NULL,"14634","Coil","Pan Ocean Co., Ltd","General Cargo","39000","49052","China Japan Range","China Japan Range","Kimitsu","Vancouver BC","2026-11-04","2026-11-06","0","mail@carisocean.com","(822)7304593","35.3167","139.8667",NULL,"409498"
NULL,"14635","Sugar","Pan Ocean Co., Ltd","Dry Bulk","60000","69000","South East Asia","South East Asia","Thailand","Indonesia","2026-01-27","2026-01-31","0","mail@carisocean.com","+82 10 94462296","13.1032","100.8771",NULL,"293101"
NULL,"14636","Steel Product","Pan Ocean Co., Ltd","General Cargo","50000","69000","China Japan Range","China Japan Range","Zhanjiang","Gibraltar-Skaw or West Mediterranean","2026-01-21","2026-01-23","0","mail@carisocean.com","(822)7304593","21.195","110.403",NULL,"058031"
NULL,"14637","Harmless Cargo","Dooyang Limited","Dry Bulk","50000","69000","Far East","Far East","Yeosu","Philippines","2026-01-27","2026-01-30","0","fix@withmare.com","+82 2 6956 0788","34.7366","127.7458",NULL,"343880"
NULL,"14638","Steel","Woohyun Shipping, Korea","Dry Bulk","36000","58000","Far East","Far East","Bayuquan","Puerto Quetzal","2024-02-01","2024-02-03","80","fix@withmare.com","+82 2 6956 0788","40.2906","122.1071",NULL,"630625"
NULL,"14639","Steel","Woohyun Shipping, Korea","Dry Bulk","34000","58000","China Japan Range","China Japan Range","Tokyo Bay","West Coast India","2024-01-30","2024-02-01","45","fix@withmare.com","+82 2 6956 0788","35.4437","139.638",NULL,"758202"
NULL,"14640",,"Pan Ocean","Dry Bulk","50000","69000","South East Asia","South East Asia","East Kali","South China","2024-01-25","2024-01-31","0","mail@carisocean.com","(822)7304593","-0.875","114.0",NULL,"903692"
NULL,"14641","Coal","Panocean Co., Ltd.","Dry Bulk","62000","66000","OCEANIA","OCEANIA","Gladstone","South East Asia","2026-02-01","2026-02-06","0","mail@carisocean.com","(8210)94462296","-23.8476","151.2569",NULL,"576657"
"TR149P","14642",,"Dai An Ocean Shipping",,"50000","69000","0","Worldwide","Worldwide",,"2026-01-31","2026-02-28","1095","chartering@interbulkshipping.in","+91-9560504611",,,NULL,"617226"
"TR149P","14643",,"Dai An Ocean Shipping",,"60000","69000","0","Far East","North Australia","Far East","2026-01-30","2026-02-01","0","chartering@interbulkshipping.in","+91-9560504611","-12.4634","130.8456",NULL,"617226"
"TR149P","14644","Slag","Daifu SGP","Dry Bulk","50000","69000","China Japan Range","China Japan Range","North China","Chittagong","2026-01-24","2026-01-28","30","chartering@interbulkshipping.in","+91-9560504611","39.0","117.0",NULL,"176626"
"TR149P","14645","Slag","Daifu SGP","Dry Bulk","50000","69000","China Japan Range","China Japan Range","North China","Persian Gulf","2026-01-25","2026-01-29","35","chartering@interbulkshipping.in","+91-9560504611","39.0","117.0",NULL,"176626"
"TR149P","14646","Clinker","Daifu SGP","Dry Bulk","50000","69000","South East Asia","South East Asia","Ko Sichang","Bangladesh","2026-01-27","2026-01-31","30","chartering@interbulkshipping.in","+91-9560504611","13.1588","100.9115",NULL,"176626"
"TR149P","14647",,"Anchor","Dry Bulk","52000","64000","0","China Japan Range","CJK","World Wide","2026-01-20","2026-02-10","210","pacific@goldenmaritime.net","00923218279505","35.0","129.0",NULL,"714456"
"TR149P","14648","Grains","Triomphe Shipping","Dry Bulk","34000","40000","OCEANIA","OCEANIA","Adelaide","Persian Gulf","2026-01-30","2026-02-04","0","handy@energybulk.com","+603 8733 2988","-34.9285","138.6007",NULL,"815785"
"TR149P","14649","Bagged PTA","Centurion Bulk","General Cargo","30000","58000","China Japan Range","China Japan Range","Dalian","Durban","2026-01-25","2026-01-31","0","handy@energybulk.com","+603 8733 2988","38.9215","121.6298",NULL,"544502"
"TR149P","14650","Lawful Cargo","Evo Bulk","Dry Bulk","50000","59000","South East Asia","South East Asia","Tuban","East Coast India","2026-01-28","2026-01-31","25","handy@energybulk.com","+603 8733 2988","-6.8976","112.0643",NULL,"612054"
"TR149P","14651","General Cargo","Varitas Navigation","General Cargo","50000","69000","China Japan Range","China Japan Range","North China","East Africa","2026-01-25","2026-01-30","70","chartering@varitasnavigation.com","+91 9730358718","39.0","117.0",NULL,"946325"
"TR149P","14652","Bauxite","Oldendorff","Dry Bulk","79415","79415","Mediterranean","Mediterranean","Jorf Lasfar","Stade","2026-01-21","2026-01-23","0","chartering@reshamwalashipbrokers.com","+91 98210 68513","33.25","-8.5",NULL,"937730"
"TR149P","14653","Coal","cnr","Dry Bulk","75804","75804","Far East","Far East","Fangcheng","South Korea","2026-01-15","2026-01-18","0","chartering@reshamwalashipbrokers.com","+91 98210 68513","21.6872","108.3669",NULL,"937730"
"TR149P","14654","Fertilizers","Navision","Dry Bulk","37933","37933","Mediterranean","Mediterranean","Damietta","Brazil",NULL,NULL,"0","chartering@reshamwalashipbrokers.com","+91 98210 68513","31.4165","31.8133",NULL,"937730"
"TR149P","14655","Coal","Swissmarine","Dry Bulk","92842","92842","China Japan Range","China Japan Range","CJK","Worldwide","2026-01-12",NULL,"270","chartering@reshamwalashipbrokers.com","+91 98210 68513","35.0","139.0",NULL,"937730"
"TR149P","14656","Clinker","Akij Shipping","Dry Bulk","50000","66000","South East Asia","South East Asia","Krabi","Chittagong","2026-02-01","2026-02-05","25","chartering@interbulkshipping.in","+91-9560504611","8.0863","98.9063",NULL,"132528"
NULL,"14657",,"Star Gulf Shipping Pvt Ltd.","Dry Bulk","30000","35000","West Africa","West Africa",,"East Coast India","2026-02-08","2026-02-12","55","Fix@stargulfshipping.com","+962 79 1987866","5.0","-5.0",NULL,"246446"
NULL,"14658","Cement","Swire Bulk","Dry Bulk","52000","64000","South East Asia","South East Asia","Cam Pha","Port Louis","2026-01-27","2026-01-31","0","mail@carisocean.com","(822)7304593","20.9567","107.0588",NULL,"948984"
"TR149P","14659",,"PNSC",,"60000","69000","0","Persian Gulf",,"World Wide","2026-01-15","2026-01-25","150","chartering@interbulkshipping.in","+91-9650405353","25.0","55.0",NULL,"141299"
NULL,"14660","Steel Product","Pan Ocean Co., Ltd","General Cargo","50000","69000","China Japan Range","China Japan Range","Zhanjiang","Gibraltar-Skaw or West Mediterranean","2026-01-21","2026-01-23","0","mail@carisocean.com","(822)7304593","21.195","110.403",NULL,"498380"
NULL,"14661","Bags","Seawind","General Cargo","50000","69000","Far East","Far East","Ho Chi Minh City","West Africa","2024-01-25","2024-01-30","70","chartering@seawind.com.hk","+852 60178015","10.7769","106.7009",NULL,"525057"
"TR149P","14662","Bags","Seawind","General Cargo","50000","69000","Far East","Far East","Ho Chi Minh City","West Africa","2026-01-25","2026-01-30","70","chartering@seawind.com.hk","+852 60178015","10.7769","106.7009",NULL,"692078"
NULL,"14663","Petcoke","Refined Success Limited","Dry Bulk","50000","69000","US Gulf","US Gulf","Southwest Pass","Persian Gulf-Japan Range","2026-01-25","2026-01-30","0",,"0030 6981530195","29.0","-89.0",NULL,"880495"
NULL,"14664","Phosphate","Refined Success Limited","Dry Bulk","20000","49000","Red Sea","Red Sea","Egypt Port","Singapore-Japan Range","2026-02-01","2026-02-06","0",,"0030 6981530195","27.0","33.0",NULL,"880495"
NULL,"14665","Coal",,"Dry Bulk","50000","69000","South East Asia","South East Asia","Philippines","China Japan Range","2026-01-26","2026-01-31","0",,"0030 6981530195","13.4102","122.5637",NULL,"552633"
NULL,"14666","Coal",,"Dry Bulk","50000","69000","South East Asia","South East Asia","East Kalimantan","China Japan Range","2026-01-25","2026-01-30","0",,"0030 6981530195","-0.5389","117.4506",NULL,"552633"
NULL,"14667","Salt",,"Dry Bulk","50000","69000","West Coast India","West Coast India","West Coast India","China","2026-01-23","2026-01-28","0",,"0030 6981530195","15.2993","74.124",NULL,"552633"
NULL,"14668","Iron Ore",,"Dry Bulk","50000","69000","South Africa","South Africa","South Africa","Far East","2026-01-30","2026-02-04","0",,"0030 6981530195","-33.918861","18.4233",NULL,"552633"
NULL,"14669","Grain",,"Dry Bulk","60000","69000","OCEANIA","OCEANIA","West Australia","China","2026-02-15","2026-02-20","0",,"0030 6981530195","-31.9505","115.8605",NULL,"552633"
NULL,"14670","Steel/General Cargo/Equipments","Hanson","General Cargo","17000","28000","Persian Gulf","Persian Gulf",,"Continent","2024-01-25","2024-01-30","50","chartering@hansoncarriers.com","+86 18580483691","25.0","55.0",NULL,"086469"
"TR149P","14671","Grains","Weco Bulk","Dry Bulk","50000","69000","South West Pacific","South West Pacific","SWP","Puerto Quetzal","2026-01-26","2026-01-31","0","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","-35.0","150.0",NULL,"073239"
"TR149P","14672","Grains","Weco Bulk","Dry Bulk","50000","69000","South West Pacific","South West Pacific","Recalada","West Coast South America","2026-02-01","2026-02-06","0","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","-38.0","-57.0",NULL,"073239"
"TR149P","14673","Steels","Weco Bulk","General Cargo","20000","49999","South America","South America","Praia Mole","Argentina","2026-01-22","2026-01-27","0","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","-20.3155","-40.3128",NULL,"073239"
"TR149P","14674","Petcoke","Weco Bulk","Dry Bulk","50000","69000","South West Pacific","South West Pacific","SWP","Singapore-Japan Range","2026-01-22","2026-01-27","0","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","-35.0","150.0",NULL,"073239"
"TR149P","14675","Grains","Weco Bulk","Dry Bulk","50000","69000","South West Pacific","South West Pacific","SWP","Puerto Quetzal","2026-01-26","2026-01-31","0","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","-35.0","150.0",NULL,"809213"
"TR149P","14676","Grains","Weco Bulk","Dry Bulk","50000","69000","South West Pacific","South West Pacific","Recalada","West Coast South America","2026-02-01","2026-02-06","0","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","-38.0","-57.0",NULL,"809213"
"TR149P","14677","Steels","Weco Bulk","General Cargo","20000","49000","South America","South America","Praia Mole","Argentina","2026-01-22","2026-01-27","0","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","-20.3155","-40.3128",NULL,"809213"
"TR149P","14678","Petcoke","Weco Bulk","Dry Bulk","50000","69000","South West Pacific","South West Pacific","SWP","Singapore-Japan Range","2026-01-22","2026-01-27","0","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","-35.0","150.0",NULL,"809213"
